3.03,-0.03,79.24,0.00,38.402306,33.704731,2532.64 
3.03,-0.00,79.24,0.00,38.402306,33.704731,2533.31 
2.78,0.37,79.25,0.00,38.402306,33.704731,2533.98
2.84,-0.08,79.26,0.00,38.402306,33.704731,2534.65 
2.57,0.39,79.27,0.00,38.402306,33.704731,2535.33 
3.03,-0.68,79.27,0.00,38.402306,33.704731,2536.00
2.70,0.50,79.27,0.00,38.402306,33.704731,2536.67
6.89,-6.26,79.28,0.00,38.402306,33.704731,2537.34 
34.59,-40.97,79.20,0.00,38.402306,33.704731,2538.01
83.29,-69.37,79.10,0.00,38.402306,33.704731,2538.72 
173.23,-128.12,79.04,0.00,38.402306,33.704731,2539.42
184.19,-15.54,78.95,0.00,38.402306,33.704731,2540.12
434.20,-351.64,78.87,0.00,38.402306,33.704731,2540.83
671.70,-334.97,78.81,0.00,38.402306,33.704731,2541.54
790.15,-167.07,78.77,0.00,38.402306,33.704731,2542.25
1000.67,-295.25,78.80,0.00,38.402306,33.704731,2542.97
1270.54,-380.10,78.82,0.00,38.402306,33.704731,2543.68
1572.91,-423.49,78.78,0.00,38.402306,33.704731,2544.39
1895.43,-452.34,78.74,0.00,38.402306,33.704731,2545.10
2230.93,-466.62,78.71,0.00,38.402306,33.704731,2545.82
2532.60,-420.75,78.70,0.00,38.402306,33.704731,2546.54
2746.81,-300.43,78.70,0.00,38.402306,33.704731,2547.25
2959.01,-295.96,78.71,0.00,38.402306,33.704731,2547.97
3175.57,-304.15,78.72,0.00,38.402306,33.704731,2548.68
3383.44,-290.32,78.72,0.00,38.402306,33.704731,2549.40
3584.31,-282.51,78.73,0.00,38.402306,33.704731,2550.11
3772.20,-262.05,78.73,0.00,38.402306,33.704731,2550.82
3952.91,-252.74,78.73,0.00,38.402306,33.704731,2551.54
4098.44,-203.82,78.74,0.00,38.402306,33.704731,2552.25
4262.58,-228.61,78.75,0.00,38.402306,33.704731,2552.97
4418.27,-219.29,78.76,0.00,38.402306,33.704731,2553.68
4567.05,-208.08,78.78,0.00,38.402306,33.704731,2554.40
4706.42,-196.30,78.79,0.00,38.402306,33.704731,2555.11
4840.03,-186.09,78.80,0.00,38.402306,33.704731,2555.82
4965.98,-176.90,78.82,0.00,38.402306,33.704731,2556.54
5067.30,-142.30,78.83,0.00,38.402306,33.704731,2557.25
5180.56,-159.29,78.85,0.00,38.402306,33.704731,2557.96
5286.74,-148.31,78.87,0.00,38.402306,33.704731,2558.68
5387.55,-141.39,78.88,0.00,38.402306,33.704731,2559.39
5481.86,-133.02,78.91,0.00,38.402306,33.704731,2560.10
5569.08,-121.81,78.93,0.00,38.402306,33.704731,2560.81
5640.21,-100.04,78.95,0.00,38.402306,33.704731,2561.52
5717.44,-108.16,78.97,0.00,38.402306,33.704731,2562.24
