5788.28,-99.23,78.99,0.00,38.402306,33.704731,2562.95
5914.20,-84.33,79.04,0.00,38.402306,33.704731,2564.38
5968.28,-76.06,79.07,0.00,38.405495,33.709930,2565.09
6017.07,-68.13,79.09,0.00,38.405495,33.709930,2565.81
6054.32,-52.40,79.11,0.00,38.405495,33.709930,2566.52
6093.62,-55.12,79.13,0.00,38.405495,33.709930,2567.23
6126.53,-46.28,79.16,0.00,38.405495,33.709930,2567.94
6154.23,-38.69,79.18,0.00,38.405495,33.709930,2568.66
6176.59,-31.27,79.21,0.00,38.405495,33.709930,2569.37
6194.30,-24.98,79.23,0.00,38.405495,33.709930,2570.08
6207.21,-18.15,79.25,0.00,38.405895,33.710613,2570.79
6213.37,-8.63,79.27,0.00,38.405895,33.710613,2571.51
6215.29,-2.72,79.30,0.00,38.405895,33.710613,2572.21
6213.80,2.12,79.33,0.00,38.406094,33.711220,2572.92 
6208.61,7.24,79.35,0.00,38.406094,33.711220,2573.64 
6200.47,11.47,79.38,0.00,38.406094,33.711220,2574.35
6195.86,6.49,79.40,0.00,38.406094,33.711220,2575.06 
6157.36,53.99,79.43,0.00,38.406258,33.712288,2575.77 
6154.15,4.47,79.45,0.00,38.406258,33.712288,2576.49 
6134.55,27.53,79.46,0.00,38.406349,33.713032,2577.20 
6096.33,53.68,79.48,0.00,38.406349,33.713032,2577.91
6043.93,73.08,79.50,0.00,38.406349,33.713032,2578.63
5982.13,86.44,79.54,0.00,38.406349,33.713032,2579.34
5976.07,8.47,79.56,0.00,38.406349,33.713032,2580.06 
5925.35,71.13,79.58,0.00,38.406593,33.714443,2580.77
5860.41,90.45,79.60,0.00,38.406593,33.714443,2581.49
5802.93,80.29,79.63,0.00,38.406593,33.714443,2582.21
5721.40,114.18,79.66,0.00,38.406593,33.714443,2582.92
5662.90,81.60,79.69,0.00,38.406593,33.714443,2583.64
5587.92,105.01,79.71,0.00,38.406593,33.714443,2584.35
5507.43,113.05,79.74,0.00,38.406593,33.714443,2585.06
5435.26,100.65,79.76,0.00,38.407078,33.717506,2585.78
5354.59,112.51,79.79,0.00,38.407078,33.717506,2586.50
5263.26,128.09,79.81,0.00,38.407078,33.717506,2587.21
5169.87,130.26,79.83,0.00,38.407078,33.717506,2587.93
5072.93,134.64,79.86,0.00,38.407078,33.717506,2588.65
4971.32,141.72,79.88,0.00,38.407078,33.717506,2589.36
4865.24,149.19,79.91,0.00,38.407078,33.717506,2590.08
4755.13,153.36,79.92,0.00,38.407078,33.717506,2590.79
4641.88,157.28,79.94,0.00,38.407078,33.717506,2591.51
4541.73,140.07,79.97,0.00,38.407078,33.717506,2592.23
4420.96,169.38,79.99,0.00,38.407078,33.717506,2592.94
4297.02,172.86,80.01,0.00,38.407078,33.717506,2593.66
4169.83,177.39,80.03,0.00,38.407078,33.717506,2594.38
4040.22,181.53,80.05,0.00,38.407078,33.717506,2595.09
3907.57,185.26,80.08,0.00,38.407078,33.717506,2595.81
3771.36,189.71,80.09,0.00,38.407078,33.717506,2596.52
3652.86,165.97,80.11,0.00,38.407078,33.717506,2597.24
3512.59,196.18,80.13,0.00,38.407078,33.717506,2597.95
3368.04,202.46,80.15,0.00,38.407078,33.717506,2598.67
3223.17,202.61,80.16,0.00,38.407078,33.717506,2599.38
3073.81,209.19,80.18,0.00,38.407078,33.717506,2600.10
2922.72,211.02,80.20,0.00,38.407078,33.717506,2600.81
2771.31,210.29,80.22,0.00,38.407078,33.717506,2601.53
2638.04,186.92,80.23,0.00,38.407078,33.717506,2602.25
2481.67,219.01,80.25,0.00,38.407078,33.717506,2602.96
2323.76,220.85,80.27,0.00,38.407078,33.717506,2603.67
2163.93,222.29,80.28,0.00,38.407078,33.717506,2604.39
2003.16,225.81,80.29,0.00,38.407078,33.717506,2605.10
1840.69,226.91,80.31,0.00,38.407078,33.717506,2605.82
1676.59,227.59,80.31,0.00,38.407078,33.717506,2606.54
1512.70,229.22,80.32,0.00,38.407078,33.717506,2607.26
1372.09,196.66,80.33,0.00,38.407078,33.717506,2607.97
1206.58,231.82,80.34,0.00,38.407078,33.717506,2608.69
1040.51,231.29,80.34,0.00,38.407078,33.717506,2609.40
873.85,233.42,80.35,0.00,38.407078,33.717506,2610.12
706.01,234.42,80.35,0.00,38.407078,33.717506,2610.83
538.64,233.43,80.34,0.00,38.407078,33.717506,2611.55
365.67,242.59,80.34,0.00,38.407078,33.717506,2612.26
225.04,196.41,80.34,0.00,38.407078,33.717506,2612.98
